folder,gender,expression,A_left_angle,A_left_abs_angle,A_right_angle,A_right_abs_angle,B_left_angle,B_left_abs_angle,B_right_angle,B_right_abs_angle,C_left_angle,C_left_abs_angle,C_right_angle,C_right_abs_angle,C_hard_left_angle,C_hard_left_abs_angle,C_hard_right_angle,C_hard_right_abs_angle,A_left_integrated_drift_deg,A_right_integrated_drift_deg,A_left_integrated_1_minus_cos,A_right_integrated_1_minus_cos,B_left_consistency_AUC,B_right_consistency_AUC,C_left_margin_AUC,C_right_margin_AUC,A_leads_B_left,C_leads_B_left,B_minus_A_left,B_minus_C_left,A_leads_B_right,C_leads_B_right,B_minus_A_right,B_minus_C_right
Male_Expressions Excitement 04,Male,Expressions Excitement,-5.0,5.0,7.0,7.0,-12.0,12.0,9.0,9.0,-7.0,7.0,8.0,8.0,-12.0,12.0,9.0,9.0,44.98329529806832,46.496596031099834,0.3168090208668575,0.3390413681480372,0.10747663551401869,0.0794392523364486,-0.023379218076991143,-0.0159176979388032,1.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0
Male_Expressions Excitement 05,Male,Expressions Excitement,-7.0,7.0,8.0,8.0,-12.0,12.0,18.0,18.0,-12.0,12.0,17.0,17.0,-12.0,12.0,18.0,18.0,44.82081423073171,46.42447206684362,0.3152883582026045,0.33934362302316684,0.10747663551401869,0.16355140186915887,-0.03222096829770881,-0.036183352225294736,1.0,0.0,5.0,0.0,1.0,1.0,10.0,1.0
Male_Expressions Fear 01,Male,Expressions Fear,-7.0,7.0,7.0,7.0,-15.0,15.0,9.0,9.0,-13.0,13.0,9.0,9.0,-15.0,15.0,9.0,9.0,44.987710264241585,48.04563398450335,0.3172184850010916,0.360633677968355,0.13551401869158877,0.0794392523364486,-0.03696391237116305,-0.05561990269990725,1.0,1.0,8.0,2.0,1.0,0.0,2.0,0.0
Male_Expressions Fear 02,Male,Expressions Fear,-5.0,5.0,6.0,6.0,-14.0,14.0,20.0,20.0,-14.0,14.0,15.0,15.0,-14.0,14.0,20.0,20.0,41.632730840522555,46.78383915000987,0.27651914954185486,0.3426339849133358,0.26635514018691586,0.1542056074766355,-0.03165900693318554,-0.043457330944382144,1.0,0.0,9.0,0.0,1.0,1.0,14.0,5.0
Male_Expressions Fear 03,Male,Expressions Fear,-7.0,7.0,7.0,7.0,-10.0,10.0,9.0,9.0,-9.0,9.0,9.0,9.0,-10.0,10.0,9.0,9.0,46.7965658312646,49.424157463501544,0.34309088069701865,0.3817214587024439,0.08878504672897196,0.0794392523364486,-0.060966589322714045,-0.0671761906314119,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0
Male_Expressions Fear 04,Male,Expressions Fear,-7.0,7.0,7.0,7.0,-8.0,8.0,8.0,8.0,-7.0,7.0,6.0,6.0,-8.0,8.0,8.0,8.0,44.374311616487596,47.743870717342766,0.3093276828805977,0.35829646676500265,0.07009345794392523,0.07009345794392523,-0.04290844708959633,-0.059921049486810915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Male_Expressions Fear 05,Male,Expressions Fear,-6.0,6.0,7.0,7.0,-16.0,16.0,13.0,13.0,-13.0,13.0,11.0,11.0,-16.0,16.0,13.0,13.0,46.18874853793706,47.42640515131371,0.3327625530345418,0.3553336730627256,0.14485981308411214,0.11682242990654206,-0.037670505241812945,-0.03555964755120678,1.0,1.0,10.0,3.0,1.0,1.0,6.0,2.0
Male_Expressions Happiness 01,Male,Expressions Happiness,-5.0,5.0,8.0,8.0,-18.0,18.0,10.0,10.0,-18.0,18.0,9.0,9.0,-18.0,18.0,10.0,10.0,45.04419155209978,46.074275404493385,0.31907429817681,0.33509086058518595,0.16355140186915887,0.08878504672897196,-0.0265926459682322,-0.022395053478044883,1.0,0.0,13.0,0.0,1.0,1.0,2.0,1.0
Male_Expressions Happiness 02,Male,Expressions Happiness,-6.0,6.0,7.0,7.0,-23.0,23.0,16.0,16.0,-21.0,21.0,13.0,13.0,-23.0,23.0,16.0,16.0,43.798009547117715,47.381312771378276,0.30519487701843834,0.34957672808771934,0.2102803738317757,0.14485981308411214,-0.02822555643375789,-0.017613471807720504,1.0,1.0,17.0,2.0,1.0,1.0,9.0,3.0
Male_Expressions Happiness 03,Male,Expressions Happiness,-6.0,6.0,8.0,8.0,-39.0,39.0,16.0,16.0,-37.0,37.0,16.0,16.0,-39.0,39.0,16.0,16.0,40.68842813901812,44.63881612938141,0.26161884370251237,0.31436272647893315,0.35046728971962615,0.13551401869158877,-0.01202939353256582,-0.021522556509927054,1.0,1.0,33.0,2.0,1.0,0.0,8.0,0.0
Male_Expressions Happiness 04,Male,Expressions Happiness,-6.0,6.0,9.0,9.0,-14.0,14.0,16.0,16.0,-14.0,14.0,14.0,14.0,-14.0,14.0,16.0,16.0,44.39336003098533,44.23852926325575,0.3099669257057047,0.3155670483535695,0.1261682242990654,0.13551401869158877,-0.037855527250566214,-0.027778770600523903,1.0,0.0,8.0,0.0,1.0,1.0,7.0,2.0
Male_Expressions Happiness 05,Male,Expressions Happiness,-6.0,6.0,8.0,8.0,-29.0,29.0,51.0,51.0,-27.0,27.0,48.0,48.0,-29.0,29.0,51.0,51.0,43.84141365389958,45.01588823639344,0.301893613048803,0.3214329921196554,0.26635514018691586,0.6588785046728972,-0.023613120629408648,-0.0030083681378409127,1.0,1.0,23.0,2.0,1.0,1.0,43.0,3.0
Male_Expressions Sadness 01,Male,Expressions Sadness,-6.0,6.0,10.0,10.0,-15.0,15.0,13.0,13.0,-15.0,15.0,11.0,11.0,-15.0,15.0,13.0,13.0,46.13102775645033,48.27548297543392,0.33329311709537685,0.36805295220045287,0.13551401869158877,0.11682242990654206,-0.06040481874875933,-0.05444931524379231,1.0,0.0,9.0,0.0,1.0,1.0,3.0,2.0
Male_Expressions Sadness 02,Male,Expressions Sadness,-6.0,6.0,6.0,6.0,-16.0,16.0,16.0,16.0,-16.0,16.0,10.0,10.0,-16.0,16.0,16.0,16.0,45.7845148193502,49.01059988503144,0.32808301131301953,0.37453006528248295,0.1822429906542056,0.1261682242990654,-0.027833535570964636,-0.04448165180527161,1.0,0.0,10.0,0.0,1.0,1.0,10.0,6.0
Male_Expressions Sadness 03,Male,Expressions Sadness,-5.0,5.0,7.0,7.0,-15.0,15.0,11.0,11.0,-12.0,12.0,7.0,7.0,-15.0,15.0,11.0,11.0,46.77252994519528,49.14316575772295,0.3403075239925741,0.3771152819428488,0.1261682242990654,0.08878504672897196,-0.05527982505682473,-0.04994215099053962,1.0,1.0,10.0,3.0,1.0,1.0,4.0,4.0
Male_Expressions Sadness 04,Male,Expressions Sadness,-6.0,6.0,8.0,8.0,-8.0,8.0,10.0,10.0,-7.0,7.0,9.0,9.0,-8.0,8.0,10.0,10.0,46.86375460446438,49.28127453705975,0.34083844150338216,0.3794413857927946,0.07009345794392523,0.08878504672897196,-0.06694443301062718,-0.06714155768679682,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Male_Expressions Sadness 05,Male,Expressions Sadness,-6.0,6.0,8.0,8.0,-20.0,20.0,13.0,13.0,-18.0,18.0,13.0,13.0,-20.0,20.0,13.0,13.0,46.2649508324739,49.80946916508898,0.33372103722296026,0.3853337483428349,0.17289719626168223,0.11682242990654206,-0.04269322585836749,-0.055062631441053944,1.0,1.0,14.0,2.0,1.0,0.0,5.0,0.0
Male_Expressions Surprise 01,Male,Expressions Surprise,-8.0,8.0,7.0,7.0,-31.0,31.0,23.0,23.0,-22.0,22.0,22.0,22.0,-31.0,31.0,23.0,23.0,41.8295461886397,45.572455836233694,0.2845297542130836,0.3316567657149841,0.24766355140186916,0.2102803738317757,-0.04292436779659485,-0.04886699753386952,1.0,1.0,23.0,9.0,1.0,1.0,16.0,1.0
Male_Expressions Surprise 02,Male,Expressions Surprise,-5.0,5.0,7.0,7.0,-20.0,20.0,14.0,14.0,-14.0,14.0,13.0,13.0,-20.0,20.0,14.0,14.0,45.16295068954753,48.25955256569051,0.32002078261330863,0.3649106688588579,0.1542056074766355,0.1261682242990654,-0.03666492753496794,-0.05294143276236882,1.0,1.0,15.0,6.0,1.0,1.0,7.0,1.0
Male_Expressions Surprise 03,Male,Expressions Surprise,-7.0,7.0,9.0,9.0,-10.0,10.0,15.0,15.0,-10.0,10.0,13.0,13.0,-10.0,10.0,15.0,15.0,44.6213611241813,47.3302355013161,0.31123895121512013,0.3526276620191948,0.08878504672897196,0.13551401869158877,-0.04832078920346554,-0.05441125558915539,1.0,0.0,3.0,0.0,1.0,1.0,6.0,2.0
Male_Expressions Surprise 04,Male,Expressions Surprise,-8.0,8.0,10.0,10.0,-17.0,17.0,23.0,23.0,-15.0,15.0,17.0,17.0,-17.0,17.0,23.0,23.0,44.26803581068449,46.945368118375264,0.31138341866921043,0.3547720329783787,0.1542056074766355,0.2102803738317757,-0.035560885322428196,-0.040696768003089405,1.0,1.0,9.0,2.0,1.0,1.0,13.0,6.0
Male_Expressions Surprise 05,Male,Expressions Surprise,-5.0,5.0,9.0,9.0,-56.0,56.0,29.0,29.0,-55.0,55.0,29.0,29.0,-56.0,56.0,29.0,29.0,42.464564278861076,46.10904669093195,0.28295741209359926,0.3331013344158636,0.5093457943925234,0.26635514018691586,-0.012062038634425011,-0.024405914628617117,1.0,1.0,51.0,1.0,1.0,0.0,20.0,0.0
Male_Eyeglasses 1,Male,Eyeglasses,-4.0,4.0,1.0,1.0,-99.0,99.0,101.0,101.0,-88.0,88.0,101.0,101.0,-99.0,99.0,101.0,101.0,46.34498437988424,46.87591219394007,0.3293721478119075,0.3334103170956407,0.8738317757009346,0.9065420560747663,0.045197089420300776,0.048025047110619945,1.0,1.0,95.0,11.0,1.0,0.0,100.0,0.0
Male_Fear 01,Male,Fear,-8.0,8.0,8.0,8.0,-22.0,22.0,20.0,20.0,-18.0,18.0,20.0,20.0,-22.0,22.0,20.0,20.0,42.55919094174822,47.31150626244946,0.2948171986597721,0.3554804804169129,0.2850467289719626,0.2102803738317757,-0.05339656742376702,-0.06634301671357913,1.0,1.0,14.0,4.0,1.0,0.0,12.0,0.0
Male_Fear 02,Male,Fear,-6.0,6.0,7.0,7.0,-16.0,16.0,19.0,19.0,-15.0,15.0,17.0,17.0,-16.0,16.0,19.0,19.0,44.632364181714635,46.402956104724204,0.312633006093658,0.3425676875582365,0.14485981308411214,0.1542056074766355,-0.04637309964572158,-0.03667455772373164,1.0,1.0,10.0,1.0,1.0,1.0,12.0,2.0
Male_Fear 03,Male,Fear,-6.0,6.0,6.0,6.0,-20.0,20.0,17.0,17.0,-19.0,19.0,17.0,17.0,-20.0,20.0,17.0,17.0,44.04458494721172,46.60431937636616,0.3059247077625489,0.3423866406779423,0.26635514018691586,0.17289719626168223,-0.027656093657573808,-0.03257511472590616,1.0,1.0,14.0,1.0,1.0,0.0,11.0,0.0
Male_Fear 04,Male,Fear,-7.0,7.0,9.0,9.0,-21.0,21.0,10.0,10.0,-15.0,15.0,5.0,5.0,-21.0,21.0,10.0,10.0,44.796667052206594,46.43550600069705,0.31640574531020405,0.3427874323363616,0.17289719626168223,0.08878504672897196,-0.04933978937496649,-0.04309444561182896,1.0,1.0,14.0,6.0,1.0,1.0,1.0,5.0
Male_Fear 05,Male,Fear,-8.0,8.0,10.0,10.0,-27.0,27.0,26.0,26.0,-16.0,16.0,24.0,24.0,-27.0,27.0,26.0,26.0,41.04659323380372,43.52592957131216,0.27740162416039227,0.30896911359278956,0.22897196261682243,0.2383177570093458,-0.05520728035507915,-0.04847000469671232,1.0,1.0,19.0,11.0,1.0,1.0,16.0,2.0
Male_Fierce Cutthroat,Male,Fierce Cutthroat,-9.0,9.0,2.0,2.0,-32.0,32.0,8.0,8.0,-6.0,6.0,7.0,7.0,-32.0,32.0,8.0,8.0,41.43800774690147,41.83031511752405,0.2779400772023424,0.2819437122790613,0.2757009345794392,0.22897196261682243,-0.04617546387364931,-0.04718149808522697,1.0,1.0,23.0,26.0,1.0,1.0,6.0,1.0
Male_Fierce Fiery,Male,Fierce Fiery,-5.0,5.0,1.0,1.0,-19.0,19.0,15.0,15.0,-19.0,19.0,14.0,14.0,-19.0,19.0,15.0,15.0,44.05771148093393,43.664438408111856,0.30147192104954584,0.2938527999637283,0.24299065420560748,0.411214953271028,-0.029976377559599476,-0.022079847265626784,1.0,0.0,14.0,0.0,1.0,1.0,14.0,1.0
Male_Fierce Savage,Male,Fierce Savage,-6.0,6.0,1.0,1.0,0.0,0.0,24.0,24.0,0.0,0.0,23.0,23.0,0.0,0.0,24.0,24.0,45.27829365195515,44.32373756337389,0.3188593927944932,0.30306521503724787,0.04672897196261682,0.21495327102803738,-0.04045212101713519,-0.02711098857015093,0.0,0.0,-6.0,0.0,1.0,1.0,23.0,1.0
Male_Happy 01,Male,Happy,-6.0,6.0,7.0,7.0,-53.0,53.0,17.0,17.0,-52.0,52.0,13.0,13.0,-53.0,53.0,17.0,17.0,41.9389685648624,46.76099135496906,0.27732038999272285,0.34209631926545475,0.4719626168224299,0.17289719626168223,-0.011820256152999736,-0.021271222941229278,1.0,1.0,47.0,1.0,1.0,1.0,10.0,4.0
Male_Happy 02,Male,Happy,-5.0,5.0,6.0,6.0,-12.0,12.0,6.0,6.0,-8.0,8.0,6.0,6.0,-12.0,12.0,6.0,6.0,46.3689227906343,49.63827041376417,0.3336692786662378,0.3797950772481544,0.10747663551401869,0.0514018691588785,-0.04710821361742287,-0.0448501150463229,1.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0
Male_Happy 03,Male,Happy,-5.0,5.0,6.0,6.0,-14.0,14.0,16.0,16.0,-5.0,5.0,14.0,14.0,-14.0,14.0,16.0,16.0,45.64285438751506,47.14269350845123,0.3241293525027337,0.34699705103847467,0.1261682242990654,0.14485981308411214,-0.039449206300985036,-0.027287044257761163,1.0,1.0,9.0,9.0,1.0,1.0,10.0,2.0
Male_Happy 04,Male,Happy,-6.0,6.0,7.0,7.0,-13.0,13.0,9.0,9.0,-9.0,9.0,8.0,8.0,-13.0,13.0,9.0,9.0,45.8519103705326,48.694677274917886,0.32650192764317876,0.3677685990511814,0.11682242990654206,0.0794392523364486,-0.03730519867946054,-0.035852496033517,1.0,1.0,7.0,4.0,1.0,1.0,2.0,1.0
Male_Happy 05,Male,Happy,-8.0,8.0,9.0,9.0,-21.0,21.0,24.0,24.0,-21.0,21.0,21.0,21.0,-21.0,21.0,24.0,24.0,45.996019813501945,47.690387482955074,0.3313423679253765,0.35729178619161944,0.2102803738317757,0.24766355140186916,-0.02594051934848322,-0.01912553928722845,1.0,0.0,13.0,0.0,1.0,1.0,15.0,3.0
Male_Happy Elated,Male,Happy Elated,-6.0,6.0,1.0,1.0,-18.0,18.0,53.0,53.0,-18.0,18.0,52.0,52.0,-18.0,18.0,53.0,53.0,43.60696861677081,42.6356892897704,0.29751350528725956,0.28151017316033905,0.3411214953271028,0.6214953271028038,-0.011760398327747237,-0.00711893756812978,1.0,0.0,12.0,0.0,1.0,1.0,52.0,1.0
Male_Happy Perky,Male,Happy Perky,-6.0,6.0,1.0,1.0,-27.0,27.0,23.0,23.0,-18.0,18.0,11.0,11.0,-27.0,27.0,23.0,23.0,42.277318477630615,42.523189107948376,0.28163005035614297,0.28079567529330746,0.2803738317757009,0.308411214953271,-0.019270608079767673,-0.01997781844339638,1.0,1.0,21.0,9.0,1.0,1.0,22.0,12.0
Male_Happy So Peaceful,Male,Happy So Peaceful,-7.0,7.0,3.0,3.0,-63.0,63.0,66.0,66.0,-58.0,58.0,66.0,66.0,-63.0,63.0,66.0,66.0,44.74422181209671,43.734329553408045,0.3157939924814991,0.30027264746550086,0.5467289719626168,0.602803738317757,-0.011500653819503071,-0.007219674431274984,1.0,1.0,56.0,5.0,1.0,0.0,63.0,0.0
Male_Humiliated,Male,Humiliated,-8.0,8.0,8.0,8.0,-21.0,21.0,16.0,16.0,-12.0,12.0,14.0,14.0,-21.0,21.0,16.0,16.0,44.19073680628126,49.64020090905306,0.3137861582163338,0.38180769659648434,0.1822429906542056,0.14485981308411214,-0.057183377096586135,-0.06749816224953839,1.0,1.0,13.0,9.0,1.0,1.0,8.0,2.0
Male_Insanity Deranged,Male,Insanity Deranged,-6.0,6.0,1.0,1.0,-16.0,16.0,41.0,41.0,-16.0,16.0,33.0,33.0,-16.0,16.0,41.0,41.0,42.59273207744705,43.66524277446426,0.28621199922026874,0.295717598121857,0.2570093457943925,0.397196261682243,-0.01847323343575558,-0.015668601633232332,1.0,0.0,10.0,0.0,1.0,1.0,40.0,8.0
Male_Insanity Go Cucko,Male,Insanity Go Cucko,-4.0,4.0,1.0,1.0,-30.0,30.0,18.0,18.0,-23.0,23.0,17.0,17.0,-30.0,30.0,18.0,18.0,43.62405232402766,46.81472819319395,0.295498815652366,0.3372019991696438,0.2570093457943925,0.21962616822429906,-0.03486088363923759,-0.02610062591940443,1.0,1.0,26.0,7.0,1.0,1.0,17.0,1.0
Male_Insanity Going Crazy,Male,Insanity Going Crazy,-10.0,10.0,5.0,5.0,-37.0,37.0,39.0,39.0,-36.0,36.0,39.0,39.0,-37.0,37.0,39.0,39.0,38.68562943021828,39.297969755725326,0.25000653144355134,0.25483852513482635,0.3130841121495327,0.3598130841121495,-0.040458418220003074,-0.0372004052188909,1.0,1.0,27.0,1.0,1.0,0.0,34.0,0.0
Male_Insanity Hostile,Male,Insanity Hostile,-7.0,7.0,3.0,3.0,-26.0,26.0,38.0,38.0,-25.0,25.0,34.0,34.0,-26.0,26.0,38.0,38.0,37.55673378650273,38.557752725119904,0.2269614065918967,0.23583574272761834,0.2383177570093458,0.3691588785046729,-0.014429858911817318,-0.015367290823259086,1.0,1.0,19.0,1.0,1.0,1.0,35.0,4.0
Male_Insanity Lunatic,Male,Insanity Lunatic,-6.0,6.0,1.0,1.0,-9.0,9.0,41.0,41.0,-6.0,6.0,36.0,36.0,-9.0,9.0,41.0,41.0,43.86218715828156,43.214260217185334,0.30145553534276015,0.29028717407556337,0.08411214953271028,0.35514018691588783,-0.03221876334364169,-0.022913719727614214,1.0,1.0,3.0,3.0,1.0,1.0,40.0,5.0
Male_Joy 01,Male,Joy,-5.0,5.0,6.0,6.0,-12.0,12.0,12.0,12.0,-11.0,11.0,10.0,10.0,-12.0,12.0,12.0,12.0,44.11688670042519,47.677371109757466,0.3025733143369728,0.35276236963049273,0.10747663551401869,0.10747663551401869,-0.0293971190107203,-0.028211350613665358,1.0,1.0,7.0,1.0,1.0,1.0,6.0,2.0
Male_Joy 02,Male,Joy,-4.0,4.0,6.0,6.0,-32.0,32.0,21.0,21.0,-21.0,21.0,20.0,20.0,-32.0,32.0,21.0,21.0,41.94403090432426,45.18103984137562,0.2763079081740335,0.3201715918344872,0.2850467289719626,0.5,-0.014303405429715308,-0.00884442198499341,1.0,1.0,28.0,11.0,1.0,1.0,15.0,1.0
Male_Joy 03,Male,Joy,-10.0,10.0,10.0,10.0,-86.0,86.0,48.0,48.0,-86.0,86.0,46.0,46.0,-86.0,86.0,48.0,48.0,42.471769860971754,46.91981094128618,0.28869260917200107,0.34923202467856007,0.7990654205607477,0.5560747663551402,0.0008642550940825561,-0.007995639309704861,1.0,0.0,76.0,0.0,1.0,1.0,38.0,2.0
Male_Joy 04,Male,Joy,-7.0,7.0,9.0,9.0,-13.0,13.0,14.0,14.0,-12.0,12.0,14.0,14.0,-13.0,13.0,14.0,14.0,43.0563058764021,45.43261532248738,0.2909475381129256,0.32583459348322075,0.11682242990654206,0.1261682242990654,-0.02386782144274667,-0.021513947538126296,1.0,1.0,6.0,1.0,1.0,0.0,5.0,0.0
Male_Joy 05,Male,Joy,-8.0,8.0,10.0,10.0,-31.0,31.0,15.0,15.0,-21.0,21.0,14.0,14.0,-31.0,31.0,15.0,15.0,38.290944598545536,44.057313377612104,0.23792159752310993,0.3097114961281001,0.37850467289719625,0.11682242990654206,-0.010100491832349902,-0.01690233951417085,1.0,1.0,23.0,10.0,1.0,1.0,5.0,1.0
Male_Judgemental 01,Male,Judgemental,-9.0,9.0,10.0,10.0,-11.0,11.0,20.0,20.0,-11.0,11.0,17.0,17.0,-11.0,11.0,20.0,20.0,42.94917842383697,47.60418861380247,0.2976576284827473,0.35988850515579507,0.09813084112149532,0.19158878504672897,-0.05510382159291027,-0.060436560450313245,1.0,0.0,2.0,0.0,1.0,1.0,10.0,3.0
Male_Judgemental 02,Male,Judgemental,-7.0,7.0,7.0,7.0,-18.0,18.0,7.0,7.0,-16.0,16.0,5.0,5.0,-18.0,18.0,7.0,7.0,45.24198514501625,47.48038653569801,0.3211311795444132,0.35521085100753286,0.16355140186915887,0.06074766355140187,-0.05003738152646573,-0.04515581626758397,1.0,1.0,11.0,2.0,0.0,1.0,0.0,2.0
Male_Judgemental 03,Male,Judgemental,-7.0,7.0,8.0,8.0,-16.0,16.0,20.0,20.0,-16.0,16.0,19.0,19.0,-16.0,16.0,20.0,20.0,44.75519614130537,45.76857549007808,0.31401051316305856,0.33404754311124857,0.14485981308411214,0.21962616822429906,-0.05094317701932426,-0.03639213044509709,1.0,0.0,9.0,0.0,1.0,1.0,12.0,1.0
Male_Judgemental 04,Male,Judgemental,-6.0,6.0,7.0,7.0,-10.0,10.0,17.0,17.0,-9.0,9.0,14.0,14.0,-10.0,10.0,17.0,17.0,46.8195059299469,49.310419817951235,0.34172506950726017,0.3791038505384855,0.08878504672897196,0.1542056074766355,-0.04778226792255295,-0.04437150088983161,1.0,1.0,4.0,1.0,1.0,1.0,10.0,3.0
Male_Judgemental 05,Male,Judgemental,-8.0,8.0,10.0,10.0,-16.0,16.0,27.0,27.0,-8.0,8.0,27.0,27.0,-16.0,16.0,27.0,27.0,44.14129217985634,47.93420593315196,0.30979953023874873,0.36129448124181446,0.11682242990654206,0.2757009345794392,-0.051274638448920204,-0.05279677967044795,1.0,1.0,8.0,8.0,1.0,0.0,17.0,0.0
Male_Nervous,Male,Nervous,-6.0,6.0,8.0,8.0,-15.0,15.0,12.0,12.0,-13.0,13.0,12.0,12.0,-15.0,15.0,12.0,12.0,44.047419817648205,46.83929851344813,0.3019617244461987,0.3421293455306615,0.13551401869158877,0.10747663551401869,-0.03740917271542772,-0.03169632877144858,1.0,1.0,9.0,2.0,1.0,0.0,4.0,0.0
Male_Pain 01,Male,Pain,-7.0,7.0,6.0,6.0,-16.0,16.0,22.0,22.0,-16.0,16.0,22.0,22.0,-16.0,16.0,22.0,22.0,44.30890274939136,47.01586524348393,0.30982718790803,0.34607992940974014,0.16355140186915887,0.20093457943925233,-0.046242784395396155,-0.04751176421887407,1.0,0.0,9.0,0.0,1.0,0.0,16.0,0.0
Male_Pain 02,Male,Pain,-2.0,2.0,3.0,3.0,-45.0,45.0,43.0,43.0,-45.0,45.0,29.0,29.0,-45.0,45.0,43.0,43.0,44.716801349247724,47.26594163769874,0.3085661783953693,0.34600106689417476,0.49065420560747663,0.37850467289719625,-0.008983497029152986,-0.013003840903255426,1.0,0.0,43.0,0.0,1.0,1.0,40.0,14.0
Male_Pain 03,Male,Pain,-7.0,7.0,7.0,7.0,-14.0,14.0,13.0,13.0,-12.0,12.0,13.0,13.0,-14.0,14.0,13.0,13.0,45.2595074711559,48.829053357382804,0.32218000933388685,0.3725302032778196,0.1261682242990654,0.11682242990654206,-0.07095495841213476,-0.07252459478712528,1.0,1.0,7.0,2.0,1.0,0.0,6.0,0.0
Male_Pain 04,Male,Pain,-7.0,7.0,7.0,7.0,-40.0,40.0,33.0,33.0,-40.0,40.0,32.0,32.0,-40.0,40.0,33.0,33.0,40.68359737752754,44.45404262631853,0.26651503744526445,0.3138670754209857,0.3691588785046729,0.29439252336448596,-0.03919411694335046,-0.039468374486281495,1.0,0.0,33.0,0.0,1.0,1.0,26.0,1.0
Male_Pain 05,Male,Pain,-7.0,7.0,10.0,10.0,-20.0,20.0,20.0,20.0,-20.0,20.0,20.0,20.0,-20.0,20.0,20.0,20.0,44.51255875881587,45.49299979878363,0.31075810327708164,0.3272882401943207,0.3037383177570093,0.4439252336448598,-0.0118562891104511,-0.006506748845644087,1.0,0.0,13.0,0.0,1.0,0.0,10.0,0.0
Male_Pain Illness,Male,Pain Illness,-7.0,7.0,1.0,1.0,-19.0,19.0,45.0,45.0,-19.0,19.0,45.0,45.0,-19.0,19.0,45.0,45.0,44.4905606497114,43.33216002277125,0.31152174322404597,0.29294219780191083,0.2757009345794392,0.4158878504672897,-0.032575627214440676,-0.0182775633635922,1.0,0.0,12.0,0.0,1.0,0.0,44.0,0.0
Male_Playful 01,Male,Playful,-8.0,8.0,7.0,7.0,-11.0,11.0,10.0,10.0,-9.0,9.0,10.0,10.0,-11.0,11.0,10.0,10.0,45.15909904408678,46.60623250497836,0.3202146327941217,0.3391855768511228,0.09813084112149532,0.08878504672897196,-0.03475368203960846,-0.030286061290268586,1.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0
Male_Playful 02,Male,Playful,-6.0,6.0,6.0,6.0,-15.0,15.0,30.0,30.0,-15.0,15.0,23.0,23.0,-15.0,15.0,30.0,30.0,46.907338902214974,48.523902670245306,0.3411883274528468,0.36601565792181784,0.13551401869158877,0.24766355140186916,-0.03674819870529888,-0.02027377792607958,1.0,0.0,9.0,0.0,1.0,1.0,24.0,7.0
Male_Playful 03,Male,Playful,-6.0,6.0,6.0,6.0,-11.0,11.0,13.0,13.0,-11.0,11.0,10.0,10.0,-11.0,11.0,13.0,13.0,44.98670045460496,46.99123298564804,0.3164369394288999,0.3458619112166289,0.09813084112149532,0.11682242990654206,-0.031489615685471865,-0.025618919563070636,1.0,0.0,5.0,0.0,1.0,1.0,7.0,3.0
Male_Playful 04,Male,Playful,-5.0,5.0,6.0,6.0,-13.0,13.0,13.0,13.0,-12.0,12.0,12.0,12.0,-13.0,13.0,13.0,13.0,46.38063189248058,48.90401716098607,0.33427514734669267,0.3693446795517039,0.11682242990654206,0.11682242990654206,-0.050132151240500335,-0.04552531632307534,1.0,1.0,8.0,1.0,1.0,1.0,7.0,1.0
Male_Playful 05,Male,Playful,-6.0,6.0,7.0,7.0,-11.0,11.0,9.0,9.0,-10.0,10.0,7.0,7.0,-11.0,11.0,9.0,9.0,44.1325053723059,47.04080433489006,0.3049258444910852,0.3465147397228491,0.09813084112149532,0.07009345794392523,-0.032642341662790175,-0.03406846411874361,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0
Male_Pleasure Oo So Funny,Male,Pleasure Oo So Funny,-6.0,6.0,1.0,1.0,-18.0,18.0,14.0,14.0,-5.0,5.0,10.0,10.0,-18.0,18.0,14.0,14.0,44.163894065072604,44.13506726238215,0.3047197408208223,0.300791190327885,0.14018691588785046,0.12149532710280374,-0.029227232264581127,-0.029538617512890112,1.0,1.0,12.0,13.0,1.0,1.0,13.0,4.0
Male_Romantic 01,Male,Romantic,-9.0,9.0,9.0,9.0,-13.0,13.0,14.0,14.0,-12.0,12.0,13.0,13.0,-13.0,13.0,14.0,14.0,43.23275125806577,46.45906265428133,0.2999806872038084,0.34468493673288936,0.11682242990654206,0.1261682242990654,-0.02888383723307993,-0.03414996065826059,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0
Male_Romantic 02,Male,Romantic,-6.0,6.0,7.0,7.0,-8.0,8.0,6.0,6.0,-6.0,6.0,5.0,5.0,-8.0,8.0,6.0,6.0,46.36456708596131,49.46231687848813,0.3356192535329088,0.38064971956137184,0.07009345794392523,0.0514018691588785,-0.06370436936338371,-0.05843800793741351,1.0,1.0,2.0,2.0,0.0,1.0,-1.0,1.0
