folder,expression,A_left,C_left,B_left,A_left_detected,C_left_detected,B_left_detected,ordering_left,A_to_C_gap_left,C_to_B_gap_left,A_to_B_gap_left,A_reason_left,C_reason_left,B_reason_left,A_right,C_right,B_right,A_right_detected,C_right_detected,B_right_detected,ordering_right,A_to_C_gap_right,C_to_B_gap_right,A_to_B_gap_right,A_reason_right,C_reason_right,B_reason_right
Male_+10,+10,102.0,93.0,91.0,True,True,True,B<C<A,9.0,2.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,121.0,123.0,True,True,True,A<C<B,13.0,2.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_+20,+20,101.0,93.0,90.0,True,True,True,B<C<A,8.0,3.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,111.0,125.0,126.0,True,True,True,A<C<B,14.0,1.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_+20_ZMouth Open Horizontal And Vertical,+20_ZMouth Open Horizontal And Vertical,98.0,68.0,67.0,True,True,True,B<C<A,30.0,1.0,31.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,147.0,147.0,True,True,True,A<C=B,33.0,0.0,33.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_+30,+30,100.0,77.0,77.0,True,True,True,C=B<A,23.0,0.0,23.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,137.0,140.0,True,True,True,A<C<B,25.0,3.0,28.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_+40,+40,99.0,96.0,92.0,True,True,True,B<C<A,3.0,4.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,123.0,124.0,True,True,True,A<C<B,10.0,1.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_+50,+50,99.0,37.0,37.0,True,True,True,C=B<A,62.0,0.0,62.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,176.0,179.0,True,True,True,A<C<B,61.0,3.0,64.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_+50_ZMouth Open Horizontal And Vertical,+50_ZMouth Open Horizontal And Vertical,99.0,67.0,66.0,True,True,True,B<C<A,32.0,1.0,33.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,156.0,156.0,True,True,True,A<C=B,43.0,0.0,43.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-10,-10,100.0,90.0,89.0,True,True,True,B<C<A,10.0,1.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,126.0,160.0,True,True,True,A<C<B,18.0,34.0,52.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-10_ZMouth Open Horizontal And Vertical,-10_ZMouth Open Horizontal And Vertical,97.0,85.0,85.0,True,True,True,C=B<A,12.0,0.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,124.0,125.0,True,True,True,A<C<B,9.0,1.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-20,-20,98.0,80.0,80.0,True,True,True,C=B<A,18.0,0.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,139.0,142.0,True,True,True,A<C<B,31.0,3.0,34.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-20_ZMouth Open Horizontal And Vertical,-20_ZMouth Open Horizontal And Vertical,99.0,50.0,45.0,True,True,True,B<C<A,49.0,5.0,54.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,161.0,162.0,True,True,True,A<C<B,45.0,1.0,46.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-30,-30,100.0,100.0,100.0,True,True,True,tie_all,0.0,0.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,109.0,116.0,118.0,True,True,True,A<C<B,7.0,2.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-40,-40,101.0,91.0,91.0,True,True,True,C=B<A,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,123.0,124.0,True,True,True,A<C<B,11.0,1.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-50,-50,98.0,34.0,31.0,True,True,True,B<C<A,64.0,3.0,67.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,174.0,174.0,True,True,True,A<C=B,62.0,0.0,62.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_-60,-60,101.0,89.0,89.0,True,True,True,C=B<A,12.0,0.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,132.0,132.0,True,True,True,A<C=B,19.0,0.0,19.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_0,0,101.0,92.0,92.0,True,True,True,C=B<A,9.0,0.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,123.0,124.0,True,True,True,A<C<B,15.0,1.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Angry 01,Angry,102.0,107.0,97.0,True,True,True,B<A<C,5.0,10.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,107.0,144.0,True,True,True,C<A<B,6.0,37.0,31.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Angry 02,Angry,100.0,103.0,76.0,True,True,True,B<A<C,3.0,27.0,24.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,129.0,135.0,True,True,True,A<C<B,12.0,6.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Angry 03,Angry,101.0,95.0,94.0,True,True,True,B<C<A,6.0,1.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,117.0,118.0,True,True,True,A<C<B,4.0,1.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Angry 04,Angry,101.0,98.0,98.0,True,True,True,C=B<A,3.0,0.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,114.0,115.0,True,True,True,A=C<B,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Angry 05,Angry,101.0,83.0,81.0,True,True,True,B<C<A,18.0,2.0,20.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,111.0,127.0,129.0,True,True,True,A<C<B,16.0,2.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Anguish,Anguish,101.0,98.0,98.0,True,True,True,C=B<A,3.0,0.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,126.0,126.0,True,True,True,A<C=B,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Animosity Growl,Animosity Growl,100.0,107.0,106.0,True,True,True,A<B<C,7.0,1.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,107.0,128.0,True,True,True,C<A<B,1.0,21.0,20.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Animosity Rebellious,Animosity Rebellious,100.0,62.0,62.0,True,True,True,C=B<A,38.0,0.0,38.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,110.0,152.0,152.0,True,True,True,A<C=B,42.0,0.0,42.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Bored 01,Bored,101.0,98.0,96.0,True,True,True,B<C<A,3.0,2.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,116.0,116.0,True,True,True,A<C=B,2.0,0.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Bored 03,Bored,101.0,101.0,100.0,True,True,True,B<A=C,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,112.0,114.0,True,True,True,C<A=B,2.0,2.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Bored 04,Bored,101.0,96.0,96.0,True,True,True,C=B<A,5.0,0.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,120.0,129.0,True,True,True,A<C<B,6.0,9.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Bored 05,Bored,102.0,102.0,101.0,True,True,True,B<A=C,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,119.0,120.0,True,True,True,A<C<B,5.0,1.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_BreathTaking Over The Moon,BreathTaking Over The Moon,100.0,107.0,102.0,True,True,True,A<B<C,7.0,5.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,107.0,112.0,True,True,True,C<A<B,1.0,5.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Chewing,Chewing,100.0,98.0,96.0,True,True,True,B<C<A,2.0,2.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,118.0,118.0,True,True,True,A<C=B,2.0,0.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Choking,Choking,100.0,85.0,85.0,True,True,True,C=B<A,15.0,0.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,129.0,129.0,True,True,True,A<C=B,17.0,0.0,17.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Coughing,Coughing,100.0,101.0,100.0,True,True,True,A=B<C,1.0,1.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,115.0,121.0,True,True,True,A<C<B,2.0,6.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Crazed,Crazed,100.0,58.0,58.0,True,True,True,C=B<A,42.0,0.0,42.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,109.0,165.0,166.0,True,True,True,A<C<B,56.0,1.0,57.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Crying,Crying,101.0,97.0,97.0,True,True,True,C=B<A,4.0,0.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,115.0,116.0,True,True,True,A=C<B,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Cute 01,Cute,102.0,99.0,97.0,True,True,True,B<C<A,3.0,2.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,116.0,117.0,True,True,True,A<C<B,2.0,1.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Cute 02,Cute,101.0,104.0,97.0,True,True,True,B<A<C,3.0,7.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,112.0,113.0,True,True,True,C<B<A,2.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Cute 03,Cute,102.0,95.0,94.0,True,True,True,B<C<A,7.0,1.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,129.0,132.0,True,True,True,A<C<B,15.0,3.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Cute 04,Cute,101.0,97.0,97.0,True,True,True,C=B<A,4.0,0.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,118.0,119.0,True,True,True,A<C<B,3.0,1.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Cute 05,Cute,100.0,100.0,96.0,True,True,True,B<A=C,0.0,4.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,112.0,114.0,True,True,True,C<B<A,3.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Despise 01,Despise,102.0,102.0,99.0,True,True,True,B<A=C,0.0,3.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,117.0,117.0,True,True,True,A<C=B,5.0,0.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Despise 02,Despise,102.0,86.0,86.0,True,True,True,C=B<A,16.0,0.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,137.0,171.0,True,True,True,A<C<B,25.0,34.0,59.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Despise 03,Despise,102.0,84.0,84.0,True,True,True,C=B<A,18.0,0.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,118.0,123.0,True,True,True,A<C<B,3.0,5.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Despise 04,Despise,100.0,96.0,95.0,True,True,True,B<C<A,4.0,1.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,120.0,120.0,True,True,True,A<C=B,7.0,0.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Despise 05,Despise,101.0,101.0,101.0,True,True,True,tie_all,0.0,0.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,111.0,113.0,True,True,True,C<B<A,3.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Determined,Determined,101.0,107.0,99.0,True,True,True,B<A<C,6.0,8.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,118.0,118.0,True,True,True,A<C=B,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Distrust 01,Distrust,101.0,102.0,90.0,True,True,True,B<A<C,1.0,12.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,117.0,118.0,True,True,True,A<C<B,3.0,1.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Distrust 02,Distrust,100.0,101.0,99.0,True,True,True,B<A<C,1.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,115.0,116.0,True,True,True,A=C<B,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Distrust 03,Distrust,102.0,103.0,102.0,True,True,True,A=B<C,1.0,1.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,115.0,116.0,True,True,True,A<C<B,2.0,1.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Distrust 04,Distrust,100.0,101.0,99.0,True,True,True,B<A<C,1.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,111.0,113.0,True,True,True,C<B<A,3.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Distrust 05,Distrust,101.0,98.0,97.0,True,True,True,B<C<A,3.0,1.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,122.0,123.0,True,True,True,A<C<B,8.0,1.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Empathy 01,Empathy,101.0,105.0,99.0,True,True,True,B<A<C,4.0,6.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,112.0,113.0,True,True,True,C<A=B,1.0,1.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Empathy 02,Empathy,100.0,98.0,97.0,True,True,True,B<C<A,2.0,1.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,117.0,118.0,True,True,True,A<C<B,2.0,1.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Empathy 03,Empathy,102.0,103.0,97.0,True,True,True,B<A<C,1.0,6.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,121.0,121.0,True,True,True,A<C=B,8.0,0.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Empathy 04,Empathy,99.0,97.0,95.0,True,True,True,B<C<A,2.0,2.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,112.0,116.0,True,True,True,C<A=B,4.0,4.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Empathy 05,Empathy,100.0,101.0,99.0,True,True,True,B<A<C,1.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,122.0,122.0,True,True,True,A<C=B,6.0,0.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Anger 01,Expressions Anger,102.0,97.0,92.0,True,True,True,B<C<A,5.0,5.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,118.0,125.0,True,True,True,A<C<B,2.0,7.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Anger 02,Expressions Anger,102.0,74.0,74.0,True,True,True,C=B<A,28.0,0.0,28.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,118.0,120.0,True,True,True,A<C<B,5.0,2.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Anger 03,Expressions Anger,101.0,100.0,99.0,True,True,True,B<C<A,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,115.0,116.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Anger 04,Expressions Anger,98.0,86.0,85.0,True,True,True,B<C<A,12.0,1.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,119.0,119.0,True,True,True,A<C=B,7.0,0.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Anger 05,Expressions Anger,101.0,89.0,89.0,True,True,True,C=B<A,12.0,0.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,137.0,137.0,True,True,True,A<C=B,24.0,0.0,24.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Confusion 01,Expressions Confusion,103.0,84.0,78.0,True,True,True,B<C<A,19.0,6.0,25.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,117.0,118.0,True,True,True,A<C<B,5.0,1.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Confusion 02,Expressions Confusion,100.0,91.0,90.0,True,True,True,B<C<A,9.0,1.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,121.0,121.0,True,True,True,A<C=B,6.0,0.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Confusion 03,Expressions Confusion,101.0,99.0,98.0,True,True,True,B<C<A,2.0,1.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,114.0,114.0,True,True,True,tie_all,0.0,0.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Confusion 04,Expressions Confusion,101.0,102.0,98.0,True,True,True,B<A<C,1.0,4.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,125.0,125.0,True,True,True,A<C=B,11.0,0.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Confusion 05,Expressions Confusion,102.0,89.0,89.0,True,True,True,C=B<A,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,117.0,118.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Contempt 01,Expressions Contempt,102.0,86.0,86.0,True,True,True,C=B<A,16.0,0.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,116.0,117.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Contempt 02,Expressions Contempt,102.0,101.0,98.0,True,True,True,B<C<A,1.0,3.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,125.0,126.0,True,True,True,A<C<B,11.0,1.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Contempt 03,Expressions Contempt,102.0,89.0,86.0,True,True,True,B<C<A,13.0,3.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,117.0,117.0,True,True,True,A<C=B,2.0,0.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Contempt 04,Expressions Contempt,101.0,101.0,98.0,True,True,True,B<A=C,0.0,3.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,114.0,114.0,True,True,True,C=B<A,2.0,0.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Contempt 05,Expressions Contempt,101.0,86.0,86.0,True,True,True,C=B<A,15.0,0.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,190.0,198.0,True,True,True,A<C<B,76.0,8.0,84.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Desire 01,Expressions Desire,101.0,102.0,98.0,True,True,True,B<A<C,1.0,4.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,116.0,116.0,True,True,True,A<C=B,1.0,0.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Desire 02,Expressions Desire,101.0,94.0,94.0,True,True,True,C=B<A,7.0,0.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,127.0,130.0,True,True,True,A<C<B,11.0,3.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Desire 03,Expressions Desire,101.0,96.0,94.0,True,True,True,B<C<A,5.0,2.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,118.0,119.0,True,True,True,A<C<B,4.0,1.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Desire 04,Expressions Desire,103.0,45.0,33.0,True,True,True,B<C<A,58.0,12.0,70.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,111.0,117.0,117.0,True,True,True,A<C=B,6.0,0.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Desire 05,Expressions Desire,101.0,76.0,73.0,True,True,True,B<C<A,25.0,3.0,28.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,119.0,120.0,True,True,True,A<C<B,4.0,1.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Disgust 01,Expressions Disgust,100.0,97.0,93.0,True,True,True,B<C<A,3.0,4.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,120.0,121.0,True,True,True,A<C<B,6.0,1.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Disgust 02,Expressions Disgust,102.0,91.0,89.0,True,True,True,B<C<A,11.0,2.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,119.0,120.0,True,True,True,A<C<B,5.0,1.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Disgust 03,Expressions Disgust,101.0,101.0,99.0,True,True,True,B<A=C,0.0,2.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,113.0,114.0,True,True,True,A=C<B,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Disgust 04,Expressions Disgust,102.0,38.0,38.0,True,True,True,C=B<A,64.0,0.0,64.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,181.0,181.0,True,True,True,A<C=B,68.0,0.0,68.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Disgust 05,Expressions Disgust,101.0,95.0,93.0,True,True,True,B<C<A,6.0,2.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,119.0,120.0,True,True,True,A<C<B,6.0,1.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Excitement 01,Expressions Excitement,101.0,95.0,91.0,True,True,True,B<C<A,6.0,4.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,117.0,118.0,True,True,True,A<C<B,5.0,1.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Excitement 02,Expressions Excitement,102.0,89.0,89.0,True,True,True,C=B<A,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,120.0,122.0,True,True,True,A<C<B,7.0,2.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Excitement 03,Expressions Excitement,102.0,95.0,95.0,True,True,True,C=B<A,7.0,0.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,114.0,120.0,True,True,True,A<C<B,1.0,6.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Excitement 04,Expressions Excitement,102.0,100.0,95.0,True,True,True,B<C<A,2.0,5.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,115.0,116.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Excitement 05,Expressions Excitement,100.0,95.0,95.0,True,True,True,C=B<A,5.0,0.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,124.0,125.0,True,True,True,A<C<B,9.0,1.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Fear 01,Expressions Fear,100.0,94.0,92.0,True,True,True,B<C<A,6.0,2.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,116.0,116.0,True,True,True,A<C=B,2.0,0.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
